3577.024706,149.1
3576.974866,135
3576.925028,131.1
3576.875191,135.9
3576.825356,144.9
3576.775523,144.9
3576.725691,132.9
3576.675481,140.1
3576.625653,149.1
3576.575826,159
3576.526001,138
3576.476178,135
3576.426356,156
3576.376536,137.1
3576.326718,135
3576.276901,144
3576.227086,141.9
3576.177273,159.9
3576.127461,156.9
3576.077651,150.9
3576.027843,144.9
3575.977656,170.1
3575.927851,138
3575.878048,159
3575.828246,147
3575.778446,138
3575.728647,141.9
3575.678851,156.9
3575.629056,153
3575.579262,171
3575.529471,149.1
3575.47968,158.1
3575.429892,135
3575.380105,132.9
3575.33032,150.9
3575.280157,146.1
3575.230375,158.1
3575.180595,141.9
3575.130816,153.9
3575.08104,164.1
3575.031264,176.1
3574.981491,165.9
3574.931719,149.1
3574.881949,165.9
3574.83218,165.9
3574.782414,156.9
3574.732648,165.9
3574.682885,156
3574.633123,147
3574.582983,156
3574.533224,153
3574.483467,153
3574.433712,149.1
3574.383959,156.9
3574.334207,165.9
3574.284456,150
3574.234708,138.9
3574.184961,144.9
3574.135215,170.1
3574.085472,177.9
3574.03573,171.9
3573.985989,176.1
3573.936251,168.9
3573.886134,155.1
3573.836399,152.1
3573.786665,159.9
3573.736933,170.1
3573.687203,150.9
3573.637474,138
3573.587747,186
3573.538021,173.1
3573.488298,180
3573.438576,159.9
3573.388855,177.9
3573.339136,180.9
3573.289419,153
3573.239704,174.9
3573.18961,165.9
3573.139898,182.1
3573.090188,159.9
3573.040479,180.9
3572.990772,156.9
3572.941066,146.1
3572.891362,182.1
3572.84166,162
3572.791959,150.9
3572.74226,173.1
3572.692563,171.9
3572.642868,171.9
3572.593174,174
3572.543481,165
3572.493411,171.9
3572.443722,191.1
3572.394035,177.9
3572.344349,165
3572.294665,179.1
3572.244983,183
3572.195302,149.1
3572.145623,165
3572.095946,156.9
3572.04627,155.1
3571.996596,170.1
3571.946923,164.1
3571.897253,198
3571.847584,176.1
3571.797537,171.9
3571.747871,179.1
3571.698207,177.9
3571.648544,186
3571.598883,189.9
3571.549224,182.1
3571.499567,183.9
3571.449911,176.1
3571.400257,177.9
3571.350604,176.1
3571.300953,192
3571.251304,210
3571.201656,189
3571.15201,204.9
3571.101987,186
3571.052344,183
3571.002703,189
3570.953064,153.9
3570.903426,191.1
3570.85379,170.1
3570.804155,186
3570.754523,213
3570.704892,183
3570.655262,185.1
3570.605634,174
3570.556008,206.1
3570.506384,174.9
3570.456382,192
3570.406761,183
3570.357141,192
3570.307523,182.1
3570.257907,222
3570.208292,158.1
3570.15868,192.9
3570.109068,185.1
3570.059459,191.1
3570.009851,167.1
3569.960244,186
3569.91064,186.9
3569.861037,204.9
3569.811435,197.1
3569.761457,174
3569.711859,207.9
3569.662262,204
3569.612667,183.9
3569.563074,198
3569.513483,198.9
3569.463893,200.1
3569.414305,203.1
3569.364718,209.1
3569.315133,224.1
3569.26555,194.1
3569.215969,210.9
3569.166389,195.9
3569.11681,215.1
3569.066855,210
3569.01728,209.1
3568.967707,212.1
3568.918135,213.9
3568.868565,183
3568.818997,228
3568.76943,179.1
3568.719865,221.1
3568.670302,236.1
3568.62074,237.9
3568.57118,207.9
3568.521621,170.1
3568.472064,218.1
3568.422509,212.1
3568.372577,218.1
3568.323025,207
3568.273475,228.9
3568.223927,242.1
3568.17438,254.1
3568.124834,225
3568.075291,195
3568.025749,224.1
3567.976208,224.1
3567.92667,225.9
3567.877133,210
3567.827597,243.9
3567.778063,221.1
3567.728531,213.9
3567.678623,234
3567.629094,185.1
3567.579567,219
3567.530041,225
3567.480517,240.9
3567.430995,243.9
3567.381474,225.9
3567.331955,192
3567.282438,242.1
3567.232923,221.1
3567.183409,216
3567.133896,234
3567.084385,224.1
3567.034876,201.9
3566.984991,245.1
3566.935485,224.1
3566.885981,209.1
3566.836479,222
3566.786978,269.1
3566.737479,272.1
3566.687981,234.9
3566.638485,206.1
3566.588991,243
3566.539498,240.9
3566.490007,249
3566.440518,261.9
3566.39103,237
3566.341544,228.9
3566.291682,231
3566.2422,267
3566.192719,237
3566.143239,269.1
3566.093761,234
3566.044285,234
3565.994811,225.9
3565.945338,234.9
3565.895867,240.9
3565.846397,258.9
3565.796929,267
3565.747463,231.9
3565.697998,254.1
3565.648535,228.9
3565.598696,222.9
3565.549237,222.9
3565.499779,210
3565.450322,249
3565.400867,248.1
3565.351414,243
3565.301963,227.1
3565.252513,186.9
3565.203065,242.1
3565.153618,225
3565.104173,209.1
3565.05473,234
3565.005288,245.1
3564.955848,234.9
3564.906033,248.1
3564.856596,228.9
3564.807161,230.1
3564.757728,227.1
3564.708296,206.1
3564.658866,246
3564.609437,231
3564.56001,240
3564.510585,213
3564.461162,216
3564.41174,234.9
3564.36232,176.1
3564.312901,207
3564.263107,245.1
3564.213691,261
3564.164278,204
3564.114866,246.9
3564.065455,230.1
3564.016047,240
3563.966639,243.9
3563.917234,228
3563.86783,210.9
3563.818428,246
3563.769027,260.1
3563.719628,236.1
3563.670231,198
3563.620836,198.9
3563.571064,231.9
3563.521672,216.9
3563.472281,234.9
3563.422892,243.9
3563.373505,228.9
3563.324119,219
3563.274735,231.9
3563.225353,236.1
3563.175972,239.1
3563.126592,222.9
3563.077215,264
3563.027839,234
3562.978465,231.9
3562.929092,222.9
3562.879344,252.9
3562.829975,263.1
3562.780607,252.9
3562.731241,255.9
3562.681876,186
3562.632514,248.1
3562.583152,206.1
3562.533793,203.1
3562.484435,227.1
3562.435079,219
3562.385724,248.1
3562.336371,242.1
3562.28702,243.9
3562.23767,230.1
3562.187945,249.9
3562.138599,221.1
3562.089254,258.9
3562.039911,242.1
3561.99057,228
3561.94123,234
3561.891891,213
3561.842555,231
3561.79322,239.1
3561.743887,237
3561.694555,216
3561.645225,218.1
3561.595896,198
3561.54657,239.1
3561.496868,245.1
3561.447545,213
3561.398223,243
3561.348903,243.9
3561.299584,239.1
3561.250267,239.1
3561.200952,221.1
3561.151638,216
3561.102326,231
3561.053016,245.1
3561.003707,228
3560.9544,251.1
3560.905094,204
3560.855791,209.1
3560.806112,245.1
3560.756811,228.9
3560.707512,228.9
3560.658215,216
3560.60892,225.9
3560.559626,215.1
3560.510333,231.9
3560.461042,228
3560.411753,243
3560.362466,225.9
3560.31318,222.9
3560.263896,266.1
3560.214613,218.1
3560.165332,266.1
3560.115677,228
3560.066399,225
3560.017123,215.1
3559.967849,230.1
3559.918576,198.9
3559.869305,188.1
3559.820036,219
3559.770768,237
3559.721502,246
3559.672237,231.9
3559.622974,234.9
3559.573713,225.9
3559.524453,216
3559.475195,240
3559.425563,245.1
3559.376308,228
3559.327055,234
3559.277803,249.9
3559.228553,221.1
3559.179305,242.1
3559.130059,227.1
3559.080814,222
3559.03157,261.9
3558.982329,228.9
3558.933089,239.1
3558.88385,246.9
3558.834613,246
3558.785378,218.1
3558.735769,249.9
3558.686537,242.1
3558.637307,276.9
3558.588078,285.9
3558.538851,282
3558.489626,270.9
3558.440402,261
3558.39118,284.1
3558.34196,276
3558.292741,291.9
3558.243524,278.1
3558.194308,270.9
3558.145094,296.1
3558.095506,297
3558.046296,281.1
3557.997087,305.1
3557.947879,281.1
3557.898674,308.1
3557.84947,282.9
3557.800267,266.1
3557.751066,306
3557.701867,333.9
3557.652669,323.1
3557.603473,329.1
3557.554279,336
3557.505086,300.9
3557.455895,311.1
3557.406331,314.1
3557.357143,311.1
3557.307957,311.1
3557.258772,279
3557.209589,321
3557.160408,282
3557.111228,327.9
3557.06205,324.9
3557.012874,291
3556.963699,348.9
3556.914526,309.9
3556.865355,321.9
3556.816185,297
3556.767017,318.9
3556.717475,336.9
3556.66831,279.9
3556.619146,320.1
3556.569985,276
3556.520825,327.9
3556.471666,291
3556.422509,290.1
3556.373354,312.9
3556.324201,288.9
3556.275049,273.9
3556.225898,273
3556.17675,264.9
3556.127603,264.9
3556.078457,254.1
3556.028939,270
3555.979796,221.1
3555.930656,231.9
3555.881517,263.1
3555.83238,267.9
3555.783244,269.1
3555.73411,261.9
3555.684978,266.1
3555.635847,267.9
3555.586718,264
3555.537591,251.1
3555.488465,219.9
3555.439341,264
3555.390218,237.9
3555.340722,246.9
3555.291603,222
3555.242485,207.9
3555.193369,228.9
3555.144255,249
3555.095142,227.1
3555.046031,233.1
3554.996921,228
3554.947813,233.1
3554.898707,215.1
3554.849602,246.9
3554.800499,210.9
3554.751398,204
3554.702298,201
3554.652825,198.9
3554.603728,210
3554.554633,234.9
3554.50554,203.1
3554.456449,227.1
3554.407359,165.9
3554.35827,192.9
3554.309183,204
3554.260098,195
3554.211015,210
3554.161933,218.1
3554.112853,197.1
3554.063774,197.1
3554.014697,183
3553.965247,206.1
3553.916173,204
3553.867101,192
3553.818031,207
3553.768962,186.9
3553.719894,146.1
3553.670829,192.9
3553.621765,197.1
3553.572702,156.9
3553.523642,189
3553.474583,191.1
3553.425525,156
3553.376469,183.9
3553.327415,180.9
3553.277988,168
3553.228937,189
3553.179888,177.9
3553.13084,180.9
3553.081794,177
3553.032749,170.1
3552.983706,186.9
3552.934665,170.1
3552.885626,180
3552.836588,168
3552.787551,171
3552.738516,165.9
3552.689483,192.9
3552.640452,171
3552.591048,170.1
3552.54202,170.1
3552.492993,171.9
3552.443968,201
3552.394945,170.1
3552.345923,165.9
3552.296903,171.9
3552.247884,158.1
3552.198867,161.1
3552.149852,176.1
3552.100838,149.1
3552.051826,155.1
3552.002816,177
3551.953433,135.9
3551.904426,167.1
3551.855421,170.1
3551.806417,156
3551.757414,174.9
3551.708414,144.9
3551.659415,167.1
3551.610417,164.1
3551.561422,155.1
3551.512428,161.1
3551.463435,171.9
3551.414444,147
3551.365455,171.9
3551.316467,152.1
3551.267107,183.9
3551.218123,176.1
3551.16914,161.1
3551.120159,165
3551.071179,171
3551.022201,183
3550.973225,167.1
3550.92425,183.9
3550.875277,158.1
3550.826306,176.1
3550.777336,179.1
3550.728368,168.9
3550.679401,167.1
3550.630436,159.9
3550.581099,164.1
3550.532138,146.1
3550.483178,149.1
3550.434219,174.9
3550.385262,164.1
3550.336307,162.9
3550.287353,165
3550.238402,153
3550.189451,162.9
3550.140502,144.9
3550.091555,167.1
3550.04261,144
3549.993666,156
3549.944724,152.1
3549.895409,143.1
3549.84647,162.9
3549.797533,155.1
3549.748597,144.9
3549.699663,165
3549.650731,164.1
3549.6018,153
3549.55287,164.1
3549.503943,195.9
3549.455017,138.9
3549.406092,138
3549.357169,170.1
3549.308248,153.9
3549.259329,173.1
3549.210037,188.1
3549.161121,147
3549.112206,147.9
3549.063293,144.9
3549.014382,174.9
3548.965472,167.1
3548.916564,168
3548.867657,156.9
3548.818752,132
3548.769849,174
3548.720947,143.1
3548.672047,168.9
3548.623148,170.1
3548.574251,165.9
3548.524983,165
3548.476089,168.9
3548.427197,162
3548.378307,165
3548.329418,159.9
3548.280531,185.1
3548.231645,168.9
3548.182761,161.1
3548.133879,144
3548.084998,153
3548.036119,164.1
3547.987241,195
3547.938366,152.1
3547.889491,171
3547.840246,180.9
3547.791375,174
3547.742505,171.9
3547.693637,162
3547.644771,171.9
3547.595907,162.9
3547.547044,174.9
3547.498182,180
3547.449323,168
3547.400465,180
3547.351608,177.9
3547.302753,158.1
3547.2539,164.1
3547.205048,177
3547.155825,168
3547.106977,168.9
3547.05813,147.9
3547.009285,164.1
3546.960442,168
3546.9116,182.1
3546.862759,168.9
3546.813921,176.1
3546.765084,156.9
3546.716248,198
3546.667414,183
3546.618582,194.1
3546.569751,180
3546.520922,176.1
3546.471722,168
3546.422897,186
3546.374072,173.1
3546.32525,152.1
3546.276429,164.1
3546.22761,195.9
3546.178792,159.9
3546.129976,185.1
3546.081161,174
3546.032349,177.9
3545.983537,153.9
3545.934728,179.1
3545.88592,168.9
3545.836741,213.9
3545.787936,177
3545.739133,174.9
3545.690331,177.9
3545.641531,186
3545.592733,159.9
3545.543936,167.1
3545.495141,183.9
3545.446348,201.9
3545.397556,192.9
3545.348765,183.9
3545.299977,180.9
3545.25119,182.1
3545.202404,192.9
3545.153248,182.1
3545.104466,192
3545.055685,180.9
3545.006906,201
3544.958129,180
3544.909353,189
3544.860579,198
3544.811807,189
3544.763036,185.1
3544.714267,174.9
3544.665499,186
3544.616733,173.1
3544.567968,204
3544.519206,180
3544.470072,207
3544.421312,180.9
3544.372554,191.1
3544.323798,222
3544.275043,183
3544.22629,200.1
3544.177539,167.1
3544.128789,183.9
3544.08004,188.1
3544.031294,203.1
3543.982548,192.9
3543.933805,224.1
3543.885063,186.9
3543.836323,207
3543.787212,198
3543.738475,180.9
3543.68974,204
3543.641006,212.1
3543.592274,195.9
3543.543543,204.9
3543.494814,197.1
3543.446087,207
3543.397361,182.1
3543.348637,207.9
3543.299914,186
3543.251193,218.1
3543.202474,209.1
3543.153756,182.1
3543.104668,231.9
3543.055954,200.1
3543.007241,227.1
3542.958529,183
3542.90982,204
3542.861112,228
3542.812405,192.9
3542.7637,203.1
3542.714997,221.1
3542.666295,204
3542.617595,204
3542.568897,201
3542.5202,198.9
3542.471505,210.9
3542.42244,216
3542.373748,210.9
3542.325057,215.1
3542.276369,212.1
3542.227681,201
3542.178996,228
3542.130312,255
3542.08163,219
3542.032949,218.1
3541.98427,243
3541.935592,227.1
3541.886916,195.9
3541.838242,219.9
3541.78957,246
3541.740527,225.9
3541.691857,233.1
3541.64319,233.1
3541.594523,270.9
3541.545859,234
3541.497196,234
3541.448534,237.9
3541.399875,242.1
3541.351216,231
3541.30256,234
3541.253905,246
3541.205251,228
3541.1566,227.1
3541.107949,255.9
3541.058929,243.9
3541.010283,261
3540.961637,251.1
3540.912993,269.1
3540.864351,251.1
3540.815711,230.1
3540.767072,231.9
3540.718435,267.9
3540.669799,267
3540.621165,281.1
3540.572532,240
3540.523901,261.9
3540.475272,254.1
3540.426644,249
3540.377647,270
3540.329023,261.9
3540.2804,284.1
3540.231779,294
3540.183159,255
3540.134541,273.9
3540.085924,269.1
3540.03731,282
3539.988696,309
3539.940085,285
3539.891475,299.1
3539.842866,305.1
